,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
26456,490236310,Michelle,within an hour,97%,86%,32.0
26457,52348238,Ashley,,,,2.0
26458,235679315,Joseph,within an hour,92%,94%,3.0
26459,500322931,Forest,within an hour,95%,99%,7.0
26460,20916458,Hart,within an hour,100%,98%,5.0
26461,464573112,Edgar,within an hour,100%,100%,1.0
26462,226607203,Nils Erik,within an hour,100%,96%,3.0
26463,891818,Nicole,within an hour,100%,99%,200.0
26464,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26465,283629403,Cynthia,,,,3.0
26466,12590257,Lisa,,,,4.0
26467,7635095,Belle,within an hour,100%,100%,9.0
26468,464109817,Jeff,within an hour,100%,88%,5.0
26469,2980007,Aurora,within an hour,100%,98%,2.0
26470,4656446,Air Concierge,within an hour,100%,99%,686.0
26471,64081146,Wendy,within a few hours,100%,50%,1.0
26472,313611326,Dearon,,,,1.0
26473,14677264,Alla,within a day,90%,25%,2.0
26474,453041256,Hsingya,within an hour,100%,98%,1.0
26475,81961040,Faith,within an hour,100%,95%,3.0
26476,180714154,Amy,within an hour,100%,95%,10.0
26477,6151105,Juliette,within an hour,100%,98%,1.0
26478,511183607,Mike,within an hour,100%,100%,7.0
26479,138917557,John & Lorena,within an hour,100%,94%,12.0
26480,308212102,Shamika,,,,1.0
26481,342548266,Ari,,,,4.0
26482,382557361,Sophie,within an hour,100%,99%,50.0
26483,61311596,Audrey,within an hour,100%,67%,1.0
26484,91600765,Lynn,within an hour,100%,99%,14.0
26485,27944842,Aryeh,,,,4.0
26486,110393389,Kiarash,within an hour,100%,100%,10.0
26487,46388132,Stephanie,within an hour,100%,99%,18.0
26488,311215074,Mike,within an hour,100%,100%,119.0
26489,259441045,Leon,,,,64.0
26490,452406534,Pedro,within a few hours,100%,93%,3.0
26491,264075033,Nicole,within an hour,100%,99%,1.0
26492,76936750,Hector,within an hour,100%,98%,9.0
26493,37874507,Alina,within an hour,100%,100%,2.0
26494,1905015,Constance And Mike,within an hour,100%,97%,2.0
26495,416371678,Ceci,,,,1.0
26496,111446299,Mikari,,,,1.0
26497,3130819,Shana,within a few hours,90%,6%,18.0
26498,191464,Mike,within an hour,98%,98%,18.0
26499,53173434,Anna-Karin & Greg,within a few hours,100%,86%,2.0
26500,484269516,Scott,within an hour,100%,100%,60.0
26501,77352737,Elizabeth,within an hour,86%,94%,1.0
26502,296618369,Arsen L.,,,,1.0
26503,45912009,Gina,within an hour,100%,100%,3.0
26504,431635428,Tamkin & Marcus,within an hour,100%,100%,2.0
26505,122562353,Harrison,within a few hours,90%,100%,3.0
26506,10494050,Miki,within a few hours,100%,,18.0
26507,29421486,Joey,within an hour,100%,92%,21.0
26508,521511226,Amanda,within an hour,100%,100%,46.0
26509,6975188,Simone,,,,7.0
26510,44310210,Tamara,within an hour,100%,99%,16.0
26511,242992837,La Estate,a few days or more,25%,0%,30.0
26512,42500998,Kate,,,100%,6.0
26513,35569216,Maria,,,0%,1.0
26514,146312299,Liqun,within an hour,100%,99%,4.0
26515,229942935,Mills,within an hour,100%,100%,1.0
26516,264338719,Kelly,within an hour,100%,100%,1.0
26517,7594251,Alicia,within a few hours,100%,100%,1.0
26518,488632198,Sophia,,,,2.0
26519,233874164,Nakia&,within an hour,100%,100%,98.0
26520,483989621,Chengjin,within an hour,100%,99%,3.0
26521,17499151,Heather,within an hour,100%,100%,4.0
26522,107434423,Blueground,within an hour,100%,97%,5803.0
26523,170827902,Megan,,,,1.0
26524,485959429,Darryl,within a day,50%,100%,4.0
26525,409054802,Dana,within a few hours,100%,100%,1.0
26526,174151052,Jesse,within an hour,100%,94%,4.0
26527,126354921,Jose & Nisha,within an hour,100%,97%,10.0
26528,472828356,Marcia,within a few hours,100%,89%,2.0
26529,348870126,Shane,within a few hours,90%,67%,2.0
26530,32148893,Scott,,,,6.0
26531,464470165,Andrew,within an hour,100%,98%,2.0
26532,107434423,Blueground,within an hour,100%,97%,5803.0
26533,164216197,Designer Homes,within an hour,100%,91%,10.0
26534,134990050,Julia,within a few hours,100%,86%,2.0
26535,46388132,Stephanie,within an hour,100%,99%,18.0
26536,396367403,Salvador & Annie,within an hour,100%,100%,34.0
26537,373803130,Asli,within a few hours,80%,34%,4.0
26538,348870126,Shane,within a few hours,90%,67%,2.0
26539,533131602,Edgar,,,,1.0
26540,107908402,Jacob,within a few hours,100%,82%,2.0
26541,48005494,Zeus,within a few hours,100%,97%,2005.0
26542,10058975,Alexander,within a few hours,100%,87%,4.0
26543,511183607,Mike,within an hour,100%,100%,7.0
26544,234525535,Oscar,within an hour,100%,100%,1.0
26545,47599882,Lia & Tony,within an hour,100%,93%,5.0
26546,159291462,Richard,within an hour,100%,97%,9.0
26547,390414536,Paulo,a few days or more,44%,47%,99.0
26548,40319922,Robert M.,within an hour,100%,100%,11.0
26549,38397973,Paula,within an hour,100%,79%,2.0
26550,140845948,Carmen,within an hour,100%,97%,2.0
26551,299300318,David,a few days or more,25%,100%,1.0
26552,390414536,Paulo,a few days or more,44%,47%,99.0
26553,390414536,Paulo,a few days or more,44%,47%,99.0
26554,1111042,Thomasina,within an hour,100%,97%,5.0
26555,891818,Nicole,within an hour,100%,99%,200.0
26556,45758088,Marieke,within an hour,100%,100%,1.0
26557,390414536,Paulo,a few days or more,44%,47%,99.0
26558,390414536,Paulo,a few days or more,44%,47%,99.0
26559,454059494,J,within an hour,100%,94%,16.0
26560,403838,Jennifer,within an hour,100%,98%,4.0
26561,160926667,Erick,within a few hours,100%,68%,6.0
26562,220388568,Maginnis,within a few hours,100%,100%,2.0
26563,424948867,Ruben,within an hour,100%,99%,2.0
26564,23118355,Ashton,within an hour,100%,70%,144.0
26565,891818,Nicole,within an hour,100%,99%,200.0
26566,361116009,Alejandra & Arnulfo,within an hour,100%,100%,7.0
26567,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26568,64160088,Charmian,within an hour,100%,100%,1.0
26569,2646314,Monica,within an hour,100%,78%,35.0
26570,438342091,Tiffany,within an hour,100%,100%,3.0
26571,263524662,Lance,within an hour,100%,78%,201.0
26572,1191154,Kathleen,within an hour,100%,98%,57.0
26573,272292576,Helen,within an hour,100%,97%,2.0
26574,214302359,Clay,within a day,50%,50%,4.0
26575,2288402,Ug,,,,9.0
26576,284632730,Madison,within an hour,100%,100%,12.0
26577,4235108,Ofir,within an hour,100%,99%,56.0
26578,16481294,Logan & Katherine,within an hour,100%,97%,1.0
26579,236825488,Sheila,within an hour,100%,99%,1.0
26580,3097566,Great,within an hour,98%,82%,77.0
26581,891818,Nicole,within an hour,100%,99%,200.0
26582,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26583,4006629,Natalie,within an hour,100%,100%,1.0
26584,138917557,John & Lorena,within an hour,100%,94%,12.0
26585,503280987,Tiantian,within an hour,98%,99%,16.0
26586,469717071,Danny,within an hour,100%,96%,7.0
26587,107434423,Blueground,within an hour,100%,97%,5803.0
26588,7416873,Christine,within a day,100%,0%,3.0
26589,54647633,Janine,,,,3.0
26590,467640655,Black Tie,within an hour,90%,100%,3.0
26591,46388132,Stephanie,within an hour,100%,99%,18.0
26592,320457678,Teresa,,,100%,2.0
26593,90364202,Mark,within an hour,100%,99%,10.0
26594,160926667,Erick,within a few hours,100%,68%,6.0
26595,221242859,Daniels,within a day,80%,96%,13.0
26596,498732,David,within a few hours,100%,77%,3.0
26597,10216032,Gabrielle,within an hour,100%,83%,3.0
26598,39200041,Ken,within an hour,100%,80%,4.0
26599,289221280,Jim,within an hour,100%,100%,23.0
26600,289175294,Susie,within an hour,100%,99%,2.0
26601,891818,Nicole,within an hour,100%,99%,200.0
26602,64165193,David Wai,within an hour,99%,100%,120.0
26603,529233665,Christina,within a few hours,100%,86%,2.0
26604,891818,Nicole,within an hour,100%,99%,200.0
26605,27716259,Bee,,,,1.0
26606,181132854,Matan,within an hour,93%,60%,92.0
26607,136131308,Jennifer,within an hour,100%,100%,2.0
26608,29161995,Zeid,within an hour,100%,100%,1.0
26609,239660658,Linda,within an hour,100%,70%,7.0
26610,463792632,Moses,within an hour,100%,88%,2.0
26611,74498342,Elisabeth,,,,2.0
26612,29820038,Laura,within an hour,97%,100%,2.0
26613,72933825,The Maimon Group,within an hour,100%,96%,103.0
26614,4886217,Fataneh,within a day,100%,100%,1.0
26615,16004664,Bill & Sue,within an hour,100%,98%,3.0
26616,2911509,Caitlin,,,,3.0
26617,34385135,Elana,,,,1.0
26618,60085243,Kristin,within a few hours,100%,67%,1.0
26619,58794683,Jonathan,,,,3.0
26620,262429246,Cubier,within an hour,100%,98%,129.0
26621,16578369,Jon,within a few hours,100%,86%,5.0
26622,8878475,Byrnadette,a few days or more,0%,75%,16.0
26623,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26624,396489854,Jai,within an hour,90%,100%,1.0
26625,23118355,Ashton,within an hour,100%,70%,144.0
26626,518308093,Jeff,within an hour,100%,86%,2.0
26627,97496339,Sissi,within an hour,99%,99%,120.0
26628,6121136,Gisele,within an hour,100%,93%,10.0
26629,170272076,Elvina,within a few hours,100%,50%,8.0
26630,75288747,Collin,within an hour,100%,100%,1.0
26631,503280987,Tiantian,within an hour,98%,99%,16.0
26632,20527205,Iris,within a few hours,90%,67%,9.0
26633,14618743,Lila,within a few hours,100%,100%,8.0
26634,504528676,Peggy,within a few hours,100%,100%,1.0
26635,107434423,Blueground,within an hour,100%,97%,5803.0
26636,58360256,Shayma,within an hour,100%,99%,29.0
26637,144632839,Mark,within an hour,100%,80%,2.0
26638,411931367,Lavish,,,,3.0
26639,11105778,Jordan,a few days or more,0%,0%,7.0
26640,891818,Nicole,within an hour,100%,99%,200.0
26641,3451360,Jerry,within an hour,100%,94%,4.0
26642,514882817,Nora,within a few hours,100%,,1.0
26643,140062954,Edward,within an hour,100%,99%,4.0
26644,155054559,Jessica,within a day,100%,,7.0
26645,487222262,Frances,within a day,60%,69%,5.0
26646,284632730,Madison,within an hour,100%,100%,12.0
26647,80428472,Amy,within an hour,100%,96%,6.0
26648,215263603,Luxury Escapes,within a few hours,90%,51%,25.0
26649,305812565,Donald,within an hour,100%,94%,4.0
26650,50369382,Lisa,within an hour,100%,,2.0
26651,145395850,Rajaa,within a few hours,100%,99%,10.0
26652,40250699,Elissa,within an hour,100%,96%,7.0
26653,118915305,Michael,within an hour,100%,93%,6.0
26654,459573832,Lucila,within an hour,100%,100%,8.0
26655,79685139,Saynaz,within an hour,100%,99%,12.0
26656,15623924,Igor,within a few hours,100%,89%,1.0
26657,3067044,Susan,,,0%,2.0
26658,6082052,Shauna,,,50%,1.0
26659,390414536,Paulo,a few days or more,44%,47%,99.0
26660,390414536,Paulo,a few days or more,44%,47%,99.0
26661,30321702,Nancy,within an hour,100%,100%,6.0
26662,97714912,Wendy,within an hour,100%,100%,4.0
26663,97686758,Sher,a few days or more,0%,27%,2.0
26664,16145603,Tracey,within an hour,95%,76%,20.0
26665,367229162,Dtla,within an hour,100%,97%,32.0
26666,481187016,Amir Masoud,within an hour,100%,96%,60.0
26667,279475348,Ari,,,,2.0
26668,261384930,Grace Li,within an hour,90%,100%,9.0
26669,390414536,Paulo,a few days or more,44%,47%,99.0
26670,87991228,Lucy,,,,3.0
26671,26557365,Lynne,within an hour,100%,100%,2.0
26672,390414536,Paulo,a few days or more,44%,47%,99.0
26673,32705360,Emily,within an hour,100%,,2.0
26674,256469017,Leslie,within an hour,100%,100%,1.0
26675,107377057,Michelle,within an hour,100%,78%,2.0
26676,33694089,Mercedes,within an hour,100%,94%,51.0
26677,217555634,Giovanni,within a few hours,100%,100%,21.0
26678,25547978,Barbara,within an hour,100%,99%,2.0
26679,376068249,Alison,within a day,100%,67%,3.0
26680,470674408,思茗,within an hour,97%,98%,15.0
26681,14936368,Andy,within an hour,97%,82%,213.0
26682,11759993,Nathan,within an hour,100%,99%,8.0
26683,110347335,Hedy,within an hour,100%,100%,1.0
26684,112952162,Adel,within an hour,100%,99%,82.0
26685,40069562,Jeffrey,within an hour,100%,95%,1.0
26686,123368964,Micheal,,,,10.0
26687,82148132,Rick,within an hour,100%,100%,4.0
26688,30480376,K T S Property Management,within an hour,100%,96%,7.0
26689,15496515,Miri,within a few hours,100%,90%,37.0
26690,6493671,Rachel,within a day,100%,100%,4.0
26691,439182484,Shanae,within a day,100%,100%,1.0
26692,280198638,Travel And Luxury,within a day,60%,27%,12.0
26693,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26694,8398671,Sara,within an hour,100%,98%,85.0
26695,68014049,Jimmy,within an hour,100%,,4.0
26696,107434423,Blueground,within an hour,100%,97%,5803.0
26697,310802925,Leisure,within an hour,100%,97%,43.0
26698,417734561,Julian,within an hour,100%,100%,10.0
26699,192377364,Camila,within an hour,100%,100%,23.0
26700,60639909,Soheil,within a few hours,100%,100%,1.0
26701,18894830,Bryce,within an hour,100%,93%,2.0
26702,287826714,Jeannette,within an hour,100%,100%,5.0
26703,159217420,Remy,within an hour,100%,100%,2.0
26704,120810747,Tony,within a few hours,60%,95%,77.0
26705,272131666,Tyler,,,,1.0
26706,11351063,Aaron,within a few hours,100%,69%,54.0
26707,430165050,Qin,within an hour,100%,100%,5.0
26708,225069533,Maksim,within a few hours,100%,0%,4.0
26709,182280566,Luxclub Stay,within an hour,100%,100%,3.0
26710,97047430,Gabriel,within an hour,100%,100%,13.0
26711,22592849,Erik,within a few hours,100%,100%,2.0
26712,32526428,Stephen,,,100%,1.0
26713,50773015,Paula,within an hour,100%,100%,5.0
26714,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26715,1282334,Robert,within an hour,100%,97%,2.0
26716,166619254,Carlos & Iris,,,75%,1.0
26717,322479668,Yan,within an hour,100%,100%,6.0
26718,266126272,Cindy,within an hour,85%,97%,2.0
26719,230397083,Philip,,,0%,1.0
26720,304109478,Ana,within an hour,98%,98%,14.0
26721,38981391,Tina,,,,3.0
26722,129639150,三哥,,,,2.0
26723,469717071,Danny,within an hour,100%,96%,7.0
26724,164526420,Tommy,within an hour,100%,99%,3.0
26725,287022410,Robin,within an hour,100%,99%,59.0
26726,455403188,Andrew,within an hour,90%,96%,4.0
26727,22373260,Laurie,,,92%,8.0
26728,64165193,David Wai,within an hour,99%,100%,120.0
26729,44308412,Leah & Eliezer,within an hour,100%,67%,2.0
26730,22898231,Betsy,within an hour,100%,100%,3.0
26731,48005494,Zeus,within a few hours,100%,97%,2005.0
26732,120384454,Marc,within an hour,100%,100%,7.0
26733,20330899,Kathy,within an hour,100%,100%,2.0
26734,50314315,Claudius,within a few hours,100%,100%,5.0
26735,107434423,Blueground,within an hour,100%,97%,5803.0
26736,39468902,Josh,a few days or more,46%,,5.0
26737,292681341,Honggang,within an hour,100%,99%,168.0
26738,3097566,Great,within an hour,98%,82%,77.0
26739,408152189,BLANC | NOIR Luxe Locations,within an hour,100%,100%,9.0
26740,11354035,Ana,within an hour,100%,98%,23.0
26741,523124956,Al,within a few hours,100%,50%,1.0
26742,249099816,Rj,within an hour,100%,100%,1.0
26743,342466351,Marina,within an hour,79%,100%,21.0
26744,372559178,Reda,within an hour,100%,99%,16.0
26745,505132552,Chewei,within an hour,100%,100%,5.0
26746,111130152,Yan,within an hour,100%,87%,58.0
26747,42300366,Irma,within a few hours,100%,100%,2.0
26748,25378472,Danny,within an hour,100%,100%,1.0
26749,435079990,Eliezer,within an hour,100%,100%,10.0
26750,138258083,Simone,within an hour,100%,100%,2.0
26751,45647921,Derek,within an hour,100%,100%,1.0
26752,93951420,Raul,within a few hours,63%,100%,3.0
26753,104513226,Tina,within an hour,98%,88%,15.0
26754,92626775,Vanessa,within an hour,100%,90%,10.0
26755,157214926,Stra,a few days or more,17%,0%,1.0
26756,4921067,Rachael,within a few hours,100%,98%,3.0
26757,28375297,Nick,within an hour,100%,,2.0
26758,20375555,Jennifer,within a few hours,88%,71%,1.0
26759,487872382,Jessica,within an hour,100%,100%,34.0
26760,102906683,Noelle,a few days or more,0%,0%,2.0
26761,171291226,Roberto,within an hour,100%,93%,6.0
26762,60455048,Michelle,a few days or more,20%,29%,6.0
26763,259441045,Leon,,,,64.0
26764,25714253,Megan,within an hour,100%,100%,1.0
26765,3907382,Brett,,,,5.0
26766,3672482,Bi,within an hour,100%,90%,2.0
26767,107434423,Blueground,within an hour,100%,97%,5803.0
26768,47661894,H.D.,within an hour,100%,91%,4.0
26769,37629589,Ryan,within an hour,100%,100%,2.0
26770,146202663,Jonathan&Cindy,within an hour,100%,100%,13.0
26771,16025279,Martin,within an hour,100%,100%,4.0
26772,346057942,Jayna,within a few hours,79%,83%,1.0
26773,32266703,Jenny,,,,6.0
26774,225299861,Lofredo,within an hour,100%,92%,18.0
26775,342466351,Marina,within an hour,79%,100%,21.0
26776,106449569,Victor,within an hour,100%,99%,1.0
26777,383281375,Shelly,a few days or more,4%,100%,1763.0
26778,111130152,Yan,within an hour,100%,87%,58.0
26779,423956351,Arya,within a few hours,84%,33%,62.0
26780,535788,Peter,within a few hours,100%,67%,3.0
26781,196624260,Larry,within an hour,100%,94%,5.0
26782,263524662,Lance,within an hour,100%,78%,201.0
26783,68301313,Nancy,,,,1.0
26784,517229724,Kim,within an hour,100%,100%,1.0
26785,6210721,Robert,,,100%,1.0
26786,154904711,Irina,,,,2.0
26787,16834662,Moti,within a day,100%,,1.0
26788,383281375,Shelly,a few days or more,4%,100%,1763.0
26789,101401349,Boris,within an hour,100%,100%,11.0
26790,7414188,Stephen,within an hour,100%,97%,9.0
26791,107434423,Blueground,within an hour,100%,97%,5803.0
26792,9020316,Amy,within an hour,100%,0%,3.0
26793,63278128,Hing,,,,1.0
26794,14936368,Andy,within an hour,97%,82%,213.0
26795,522839856,David,within an hour,100%,100%,1.0
26796,52109206,Denise,within an hour,100%,99%,8.0
26797,5469474,Angel,within an hour,96%,70%,122.0
26798,21109730,Ashley,within a day,100%,,1.0
26799,28010542,Edgar,,,,1.0
26800,891818,Nicole,within an hour,100%,99%,200.0
26801,453403597,Henry,within an hour,100%,98%,1.0
26802,383281375,Shelly,a few days or more,4%,100%,1763.0
26803,497308369,Habel,within an hour,98%,99%,9.0
26804,163196973,Sawsan,,,,2.0
26805,261456313,John,within an hour,100%,100%,1.0
26806,383281375,Shelly,a few days or more,4%,100%,1763.0
26807,214551398,Ashley,within an hour,100%,99%,19.0
26808,946647,Brandon,within an hour,100%,93%,1.0
26809,61558073,Claudia,within an hour,100%,99%,4.0
26810,61530899,Clarissa,within a few hours,100%,100%,3.0
26811,48795254,Buymoretime,within an hour,100%,98%,65.0
26812,5469474,Angel,within an hour,96%,70%,122.0
26813,231976618,Adan,within an hour,100%,100%,3.0
26814,6457603,Dee & Mike,within an hour,100%,100%,1.0
26815,112347426,J,within an hour,100%,,5.0
26816,68097628,Sara,within an hour,100%,100%,3.0
26817,40452883,Karen D,within an hour,100%,99%,2.0
26818,128717688,Tracy,within a day,100%,,5.0
26819,84139578,Zaida,within an hour,90%,100%,1.0
26820,44441566,Dara,within a few hours,90%,93%,3.0
26821,5971563,Kasey,within an hour,100%,53%,4.0
26822,6788903,Nick,within a few hours,100%,50%,3.0
26823,154624462,Udo,within an hour,100%,100%,1.0
26824,399215890,Desanka,within an hour,100%,100%,1.0
26825,8595758,Gerardo,within an hour,100%,100%,84.0
26826,298417951,Viceroy Santa Monica,within an hour,100%,96%,16.0
26827,211152512,Trevor,within an hour,100%,99%,1.0
26828,504042456,May,within an hour,100%,100%,1.0
26829,390227074,Erik,within a few hours,100%,11%,3.0
26830,165865178,Reta,within an hour,97%,99%,24.0
26831,104513226,Tina,within an hour,98%,88%,15.0
26832,162330741,Isaac,within an hour,100%,100%,2.0
26833,12102385,Eliza And Justin,within an hour,100%,100%,107.0
26834,233874164,Nakia&,within an hour,100%,100%,98.0
26835,321048176,Edith,within an hour,100%,67%,1.0
26836,239660658,Linda,within an hour,100%,70%,7.0
26837,3294402,Jeremy,within an hour,93%,92%,11.0
26838,29078317,Jackeline,within an hour,100%,93%,23.0
26839,298417951,Viceroy Santa Monica,within an hour,100%,96%,16.0
26840,117968776,Richard,,,100%,1.0
26841,45485790,Danielle,within an hour,100%,100%,1.0
26842,32722605,Rufei,,,,1.0
26843,175036,Carol,,,,1.0
26844,298417951,Viceroy Santa Monica,within an hour,100%,96%,16.0
26845,107434423,Blueground,within an hour,100%,97%,5803.0
26846,24425023,Nh,,,,1.0
26847,255475599,Marlou,within an hour,100%,100%,7.0
26848,430610177,Tammy,within an hour,96%,99%,6.0
26849,300583768,Elias,,,100%,1.0
26850,473844392,Ernesto,within an hour,100%,100%,1.0
26851,366931228,Jing,within an hour,100%,100%,11.0
26852,270157060,Mary,within an hour,100%,75%,8.0
26853,457532625,Mylka,,,,1.0
26854,442557489,Audrey,within an hour,100%,95%,16.0
26855,514615933,Protus,within an hour,100%,97%,17.0
26856,24194655,Grace,within an hour,98%,99%,69.0
26857,157741410,Michael,,,,4.0
26858,170985204,Michael,within an hour,100%,99%,15.0
26859,19748491,Joshua,within a few hours,100%,50%,1.0
26860,480608092,The Royal,,,100%,2.0
26861,48005494,Zeus,within a few hours,100%,97%,2005.0
26862,3211667,Alayha,within a few hours,100%,80%,3.0
26863,101579781,Hani,within an hour,100%,97%,5.0
26864,21461276,Sharon,,,0%,1.0
26865,31736496,Woojin,,,,1.0
26866,105630569,Surf City,within an hour,96%,98%,21.0
26867,72739379,Larry,within a few hours,100%,100%,1.0
26868,1304699,Jacqueline,within a few hours,100%,95%,3.0
26869,5166110,Michael,within an hour,100%,100%,3.0
26870,107089573,Michael,within an hour,100%,98%,1.0
26871,41072175,Elana,,,,4.0
26872,393908096,Edna And Doron,within an hour,100%,67%,3.0
26873,31907697,Jill,within an hour,100%,99%,1.0
26874,106752462,Anthony,within an hour,100%,33%,1.0
26875,473315365,Shervin,within an hour,100%,94%,5.0
26876,447256511,Jose,a few days or more,20%,40%,3.0
26877,489014630,Ian,,,,37.0
26878,514615933,Protus,within an hour,100%,97%,17.0
26879,509594526,Tony,within an hour,100%,100%,6.0
26880,383281375,Shelly,a few days or more,4%,100%,1763.0
26881,383281375,Shelly,a few days or more,4%,100%,1763.0
26882,56922226,Joshua,within an hour,100%,96%,2.0
26883,47916904,Mark & Catherine,within an hour,100%,100%,6.0
26884,148261207,Liza Marie,within an hour,100%,99%,13.0
26885,15643925,Stacey,within an hour,100%,99%,19.0
26886,5838430,Alex,within an hour,100%,100%,1.0
26887,432070171,Ola,within an hour,100%,98%,7.0
26888,100413461,Darrin,within a few hours,100%,98%,3.0
26889,521346780,Curtis,within a few hours,72%,73%,3.0
26890,43464750,Jennifer,within an hour,100%,98%,14.0
26891,383281375,Shelly,a few days or more,4%,100%,1763.0
26892,77044462,Yassi,within a few hours,100%,100%,1.0
26893,383281375,Shelly,a few days or more,4%,100%,1763.0
26894,243350889,Jacqueline,within an hour,100%,96%,1.0
26895,90116148,Kevin,within an hour,100%,95%,4.0
26896,105630569,Surf City,within an hour,96%,98%,21.0
26897,16496532,Nina,within an hour,100%,96%,2.0
26898,66995138,Kim,within an hour,100%,100%,8.0
26899,418504565,Helen,within a few hours,100%,100%,1.0
26900,11351063,Aaron,within a few hours,100%,69%,54.0
26901,29126676,Neda,within a day,80%,100%,4.0
26902,79397731,Barbara,within a few hours,100%,67%,1.0
26903,4656446,Air Concierge,within an hour,100%,99%,686.0
26904,12676154,Julie,within a few hours,100%,93%,1.0
26905,88589032,Moziko,within an hour,100%,97%,24.0
26906,46988513,Cevher,within a day,87%,95%,19.0
26907,468437384,Adelyn,within an hour,100%,100%,1.0
26908,33249323,Julia & Joe,within a few hours,100%,79%,86.0
26909,3102869,Dee,within an hour,100%,100%,24.0
26910,282204122,Ike,within an hour,100%,100%,1.0
26911,50766634,Lana,,,,2.0
26912,343009181,Court,,,100%,5.0
26913,3672482,Bi,within an hour,100%,90%,2.0
26914,4264055,Abi,within an hour,100%,97%,2.0
26915,263524662,Lance,within an hour,100%,78%,201.0
26916,8157236,Jo Jo,within an hour,100%,89%,1.0
26917,35305516,Steven And Felicia,within an hour,100%,97%,1.0
26918,366931228,Jing,within an hour,100%,100%,11.0
26919,50703620,Daniel,within an hour,100%,100%,1.0
26920,425935804,Autumn,within an hour,100%,100%,1.0
26921,480672145,Kira,within an hour,100%,89%,3.0
26922,359282745,Mattia,within a few hours,100%,83%,2.0
26923,1609919,Nicolas,within a few hours,100%,85%,1.0
26924,470504249,Sasha,within a few hours,100%,100%,2.0
26925,107434423,Blueground,within an hour,100%,97%,5803.0
26926,386156632,Innovare,within an hour,100%,38%,6.0
26927,38981391,Tina,,,,3.0
26928,3073250,"George,Dan",within an hour,97%,96%,9.0
26929,57061030,Boyu,within a few hours,100%,73%,2.0
26930,119842754,Sally & Moe,,,,1.0
26931,432082375,Mj,within an hour,100%,,8.0
26932,4981837,Jeff,within an hour,100%,100%,25.0
26933,436415871,Kathy,within an hour,86%,100%,20.0
26934,88589032,Moziko,within an hour,100%,97%,24.0
26935,63281983,Jane,within an hour,100%,100%,2.0
26936,325135786,Noelle,within an hour,100%,93%,36.0
26937,285123269,Tamara,within a few hours,100%,100%,2.0
26938,523091393,Cyrene,,,,1.0
26939,66995138,Kim,within an hour,100%,100%,8.0
26940,273812963,Melissa Joy,within a day,100%,50%,4.0
26941,366420901,Inspire,,,,21.0
26942,47599882,Lia & Tony,within an hour,100%,93%,5.0
26943,68481960,Brett,within an hour,95%,99%,31.0
26944,34332919,Miguel,within an hour,100%,100%,4.0
26945,140134940,Tatiana,within an hour,100%,100%,9.0
26946,2447554,Kasey,within an hour,100%,89%,3.0
26947,368779425,Jeff,within an hour,100%,100%,5.0
26948,143567965,Sherry,within an hour,100%,100%,22.0
26949,32373372,Tara,within a few hours,100%,99%,3.0
26950,100955316,Mo,,,,1.0
26951,1975664,Jessica & Puk,within a day,60%,0%,1.0
26952,28933623,Cyrus,within an hour,100%,84%,26.0
26953,298216,Robin,within a few hours,100%,92%,2.0
26954,440142712,Tiffany,within an hour,100%,100%,1.0
26955,455548256,Brandon,within an hour,100%,100%,3.0
26956,38700940,Iris,within an hour,100%,100%,1.0
26957,7309140,Byron Luxury Leasing,within a few hours,100%,98%,5.0
26958,383281375,Shelly,a few days or more,4%,100%,1763.0
26959,86727325,Marian,within an hour,100%,100%,2.0
26960,363562418,Jeck,a few days or more,0%,100%,1.0
26961,396424677,Laura,within a day,100%,100%,1.0
26962,8398671,Sara,within an hour,100%,98%,85.0
26963,233874164,Nakia&,within an hour,100%,100%,98.0
26964,412592130,Cali,within an hour,96%,96%,5.0
26965,329825821,Donna,within a few hours,100%,92%,2.0
26966,5992151,Laura,within a few hours,100%,50%,2.0
26967,325135786,Noelle,within an hour,100%,93%,36.0
26968,383281375,Shelly,a few days or more,4%,100%,1763.0
26969,175086573,Gal,,,,4.0
26970,527324864,Sasha,within an hour,100%,100%,4.0
26971,159494763,Mama,within an hour,100%,95%,35.0
26972,72273206,Mike,within an hour,100%,98%,6.0
26973,1490154,Ryan,within a few hours,100%,50%,4.0
26974,522255869,Ray,within a few hours,90%,83%,1.0
26975,4656446,Air Concierge,within an hour,100%,99%,686.0
26976,107434423,Blueground,within an hour,100%,97%,5803.0
26977,209381909,Samantha,within a day,100%,0%,1.0
26978,457631746,Chang,within an hour,99%,97%,7.0
26979,71719539,Katie,within an hour,100%,100%,23.0
26980,675083,Alejandra,within an hour,100%,55%,6.0
26981,180105470,Titina,within an hour,100%,100%,4.0
26982,88589032,Moziko,within an hour,100%,97%,24.0
26983,107434423,Blueground,within an hour,100%,97%,5803.0
26984,422626508,Belinda,within an hour,96%,99%,5.0
26985,204054394,Rita,within an hour,100%,97%,14.0
26986,522814104,Ana And Albert,within an hour,100%,95%,1.0
26987,25690849,Joshua,within an hour,100%,100%,8.0
